,title,vote_count,vote_average,year,imdb_id,soup
14651,Limite,9.0,5.8,1931,tt0022080,river boat isol fate olgabreno tatianarey raulschnoor mariopeixoto mariopeixoto mariopeixoto Romance Drama
14653,Shrink,60.0,6.1,2009,tt1247692,suicid alcohol depress drugdeal therapist independentfilm losangel widow pothead kevinspacey markwebber kekepalmer jonaspate jonaspate jonaspate Comedy Drama
14654,Old Dogs,215.0,5.2,2009,tt0976238,japanes camp bestfriend co-work kid duringcreditssting robinwilliams johntravolta sethgreen waltbecker waltbecker waltbecker Comedy Family
14656,Planet 51,573.0,5.6,2009,tt0762125,flyingsauc alienlife-form spaceship alien alienplanet planet duringcreditssting dwaynejohnson seannwilliamscott jessicabiel jorgeblanco jorgeblanco jorgeblanco Science Fiction Animation Family Comedy Adventure
14661,A Single Man,475.0,7.3,2009,tt1315981,gay basedonnovel suicid deathoflov teacherstudentrelationship griev 1960s colinfirth juliannemoore nicholashoult tomford tomford tomford Drama Romance
14665,The Lovely Bones,1101.0,6.6,2009,tt0380510,rape 1970s evid tree afterlif lossofdaught serialkil corps pedophil teenagelov griev childhoodsexualabus basedonyoungadultnovel rachelweisz markwahlberg susansarandon peterjackson peterjackson peterjackson Fantasy Drama
14666,Invictus,1150.0,7.0,2009,tt1057500,stadium southafrica apartheid nelsonmandela sport rugbi presid racism poverti celebr duringcreditssting morganfreeman mattdamon tonykgoroge clinteastwood clinteastwood clinteastwood Drama History
14668,The Princess and the Frog,1293.0,6.7,2009,tt0780521,basedonnovel voodoo kiss princess anim cajun firefli basedonfairytal duringcreditssting anikanonirose brunocampos keithdavid ronclements ronclements ronclements Romance Family Animation Music
14669,Everybody's Fine,291.0,6.5,2009,tt0780511,familyrelationship doctor retir visit widow duringcreditssting robertdeniro drewbarrymore katebeckinsale kirkjones kirkjones kirkjones Drama
14671,Armored,211.0,5.5,2009,tt0913354,robberi homelessperson bank armoredcar truck heist columbusshort laurencefishburne skeetulrich nimródantal nimródantal nimródantal Action Crime Drama Thriller
14694,Flaming Creatures,10.0,5.4,1963,tt0054880,mariomontez francesfrancine tonyconrad jacksmith jacksmith jacksmith Drama
14705,Did You Hear About the Morgans?,281.0,5.1,2009,tt1314228,witnessprotect comedi duringcreditssting hughgrant sarahjessicaparker marysteenburgen marclawrence marclawrence marclawrence Comedy
14714,Make the Yuletide Gay,25.0,6.1,2009,tt1305714,holiday gay comingout gayrelationship lgbtteen christma adamoruggiero keithjordan halleehirsh robwilliams robwilliams robwilliams Drama Comedy Romance
14723,Avatar,12114.0,7.2,2009,tt0499549,cultureclash futur spacewar spacecoloni societi spacetravel futurist romanc space alien tribe alienplanet cgi marin soldier battl loveaffair antiwar powerrel mindandsoul 3d samworthington zoesaldana sigourneyweaver jamescameron jamescameron jamescameron Action Adventure Fantasy Science Fiction
14728,It's Complicated,370.0,6.2,2009,tt1230414,graduat exhusband womandirector merylstreep alecbaldwin stevemartin nancymeyers nancymeyers nancymeyers Comedy Romance
14729,Sherlock Holmes,5883.0,7.0,2009,tt0988045,detect scotlandyard coffin blackmag arrest partner sherlockholm murder steampunk pentagram clue robertdowneyjr. judelaw rachelmcadams guyritchie guyritchie guyritchie Action Adventure Crime Mystery
14730,Crazy Heart,279.0,6.8,2009,tt1263670,taxi countrymus journalist guitar bar musician alcohol independentfilm singer memori texan alcohol drink guilt jeffbridges maggiegyllenhaal colinfarrell scottcooper scottcooper scottcooper Drama Music Romance
14734,Alvin and the Chipmunks: The Squeakquel,688.0,5.3,2009,tt1231580,chipmunk cgi basedontvseri aftercreditssting duringcreditssting womandirector zacharylevi davidcross jasonlee bettythomas bettythomas bettythomas Comedy Family Animation Fantasy Music
14743,Looking for Eric,74.0,6.4,2009,tt1242545,ex-lov independentfilm socialsatir soccer ericcantona steveevets stephaniebishop kenloach kenloach kenloach Comedy Drama
14744,American Pie Presents: The Book of Love,454.0,5.1,2009,tt1407050,highschool teenag teencomedi teenagesexu virgin eugenelevy bughall kevinm.horton johnputch johnputch johnputch Comedy
14767,Carriers,288.0,5.8,2009,tt0806203,beach desper infect surviv biohazard diseas trust virus pandem loutaylorpucci chrispine piperperabo àlexpastor àlexpastor àlexpastor Action Drama Horror Science Fiction Thriller
14779,Pontypool,187.0,6.6,2009,tt1226681,discjockey radiost winter surviv zombi fear radiobroadcast talkradio zombieapocalyps stephenmchattie lisahoule georginareilly brucemcdonald brucemcdonald brucemcdonald Horror Mystery Science Fiction
14791,Youth in Revolt,323.0,5.9,2009,tt0403702,basedonnovel comingofag duringcreditssting michaelcera zachgalifianakis justinlong miguelarteta miguelarteta miguelarteta Drama Comedy Romance
14792,Daybreakers,646.0,6.0,2009,tt0433362,femalenud sunris waitress experi rain sunlight vampir dystopia beautifulwoman slowmotionscen undead decapit scientist epidem ethanhawke samneill willemdafoe michaelspierig michaelspierig michaelspierig Fantasy Horror Action Thriller Science Fiction
14794,The Age of Stupid,18.0,6.2,2009,tt1300563,post-apocalypt globalwarm womandirector petepostlethwaite frannyarmstrong frannyarmstrong frannyarmstrong War Documentary History
14797,Hachi: A Dog's Tale,1769.0,7.7,2009,tt1028532,japanes loyalti humananimalrelationship friendship friend familyrelationship dog newspaperreport richardgere joanallen jasonalexander lassehallström lassehallström lassehallström Drama Family
14802,Leap Year,474.0,6.5,2010,tt1216492,taxi bar wale marriagepropos airplan pub cow weddingr wed propos ireland amyadams matthewgoode adamscott anandtucker anandtucker anandtucker Romance Comedy
14803,The Book of Eli,2207.0,6.6,2010,tt1037705,book post-apocalypt dystopia faith blind denzelwashington garyoldman milakunis alberthughes alberthughes alberthughes Action Thriller Science Fiction
14804,The Girl Who Kicked the Hornet's Nest,451.0,7.0,2009,tt1343097,hacker hospit pedophil bullet computerhack newspaperman threat michaelnyqvist noomirapace lenaendre danielalfredson danielalfredson danielalfredson Action Thriller Crime Mystery
14809,A Prophet,398.0,7.5,2009,tt1235166,prison muslim arabian protect mafia money gangster spirit cruelti drug inmat arab taharrahim nielsarestrup adelbencherif jacquesaudiard jacquesaudiard jacquesaudiard Crime Drama
14814,Staten Island,23.0,6.4,2009,tt0976246,ethanhawke vincentd'onofrio seymourcassel jamesdemonaco jamesdemonaco jamesdemonaco Drama Action Thriller Crime
14816,Collapse,39.0,7.7,2009,tt1503769,capit econom predict financialcrisi michaelruppert chrissmith chrissmith chrissmith Documentary
14832,Mr. Warmth: The Don Rickles Project,4.0,6.1,2007,tt0949815,donrickles daveattell richardlewis johnlandis johnlandis johnlandis Comedy Documentary
14837,Blood: The Last Vampire,94.0,5.1,2009,tt0806027,postwarperiod armi allisonmiller junji-hyun koyuki chrisnahon chrisnahon chrisnahon Action Adventure Horror Science Fiction Thriller
14849,The Last of England,6.0,6.1,1987,tt0093393,independentfilm 'spring'markadley gaygaynor matthewhawkins derekjarman derekjarman derekjarman Drama Foreign
14852,"My Son, My Son, What Have Ye Done",54.0,6.0,2009,tt1233219,suspens michaelshannon willemdafoe chloësevigny wernerherzog wernerherzog wernerherzog Crime Drama Thriller
14854,Soul Kitchen,117.0,7.0,2009,tt1244668,adambousdoukos birolünel moritzbleibtreu fatihakin fatihakin fatihakin Drama Comedy
14862,Dragon Hunters,131.0,6.5,2008,tt0944834,destroy futur worldsupremaci bestfriend dragon doomsday vincentlindon patricktimsit philippenahon guillaumeivernel guillaumeivernel guillaumeivernel Animation Family
14872,Ninja,87.0,5.4,2009,tt1182921,martialart ninja gaijin scottadkins toddjensen tsuyoshiihara isaacflorentine isaacflorentine isaacflorentine Action Crime Drama Thriller
14883,The Chaser,250.0,7.7,2008,tt1190539,prostitut pimp rope flu hammer gore serialkil violenc cellphon dog tiedup meathook southkorea kimyoon-seok hajung-woo seoyoung-hee nahong-jin nahong-jin nahong-jin Crime Drama Thriller
14894,"Rudolph, the Red-Nosed Reindeer",131.0,6.9,1964,tt0058536,winter adventur kid christma burlives billiemaerichards larryd.mann larryroemer larryroemer larryroemer Animation Family
14896,Nowhere Boy,250.0,7.2,2009,tt1266029,musician music biographi teenag darkpast womandirector 1950s aarontaylor-johnson anne-marieduff kristinscottthomas samtaylor-johnson samtaylor-johnson samtaylor-johnson Drama
14904,3 Idiots,850.0,7.8,2009,tt1187043,suicid suicideattempt colleg friend engin bollywood student subjectivecamera aamirkhan kareenakapoor madhavan rajkumarhirani rajkumarhirani rajkumarhirani Drama Comedy Romance
14912,Legion,643.0,5.2,2010,tt1038686,angel diner religion apocalyps demon desert paulbettany dennisquaid kevindurand scottstewart scottstewart scottstewart Horror
14928,Peter Pan,6.0,7.3,1960,tt0054176,music cyrilritchard marymartin lynnfontanne vincentj.donehue vincentj.donehue vincentj.donehue Comedy Family Fantasy
14937,Dante's Hell Animated,4.0,8.0,2013,tt1472122,hade inferno jeffconaway ericroberts vincentspano borisacosta borisacosta borisacosta Animation
14948,Zach Galifianakis: Live at the Purple Onion,24.0,7.3,2007,tt0804558,stand-upcomedi zachgalifianakis joewagner brianunger michaelblieden michaelblieden michaelblieden Comedy
14949,When in Rome,389.0,5.7,2010,tt1185416,newyork rome romanticcomedi romanc spell wed duringcreditssting lovestori joshduhamel kristenbell anjelicahuston markstevenjohnson markstevenjohnson markstevenjohnson Fantasy Comedy Romance
14950,Edge of Darkness,496.0,6.2,2010,tt1226273,murder violenc deathofdaught homicidedetect melgibson raywinstone dannyhuston martincampbell martincampbell martincampbell Crime Drama Mystery Thriller
14956,Triangle,623.0,6.9,2009,tt1187064,ocean florida autism key yacht ax ship ghostship murder timeloop maskedkil blood storm throatslit singlemoth heavyrain axemurd caribbean melissageorge liamhemsworth emmalung christophersmith christophersmith christophersmith Horror
14964,I Love You Phillip Morris,514.0,6.4,2009,tt1045772,judg smalltown conman fraud jail jimcarrey ewanmcgregor lesliemann glennficarra glennficarra glennficarra Comedy Drama Romance
14965,Anne of Green Gables: The Sequel,36.0,8.0,1987,tt0092571,colleendewhurst patriciahamilton meganfollows kevinsullivan kevinsullivan kevinsullivan Drama Romance Family
14974,Temple Grandin,93.0,7.7,2010,tt1278469,autism biographi clairedanes catherineo'hara juliaormond mickjackson mickjackson mickjackson Drama
14975,The First Day of the Rest of Your Life,139.0,7.5,2008,tt0926759,diari marriag wine studentofmedicin carcrash famili familyfeud jacquesgamblin zaboubreitman déborahfrançois rémibezançon rémibezançon rémibezançon Drama
14981,The House of the Devil,201.0,6.0,2009,tt1172994,ritual cult independentfilm humansacrific eclips satanicritu mumblegor jocelindonahue maryworonov gretagerwig tiwest tiwest tiwest Mystery Horror
14985,Fish Tank,256.0,6.9,2009,tt1232776,danc mother alcohol sex adulteri fight nuditi sister friendship parti independentfilm school teenag theft violenc apart estat boyfriend teenagerebellion voyeur womandirector katiejarvis michaelfassbender kierstonwareing andreaarnold andreaarnold andreaarnold Drama
14991,Legend of the Red Dragon,24.0,6.3,1994,tt0110054,jetli chingmyyau tsemiu wongjing wongjing wongjing Comedy Action Adventure
14994,Valentine's Day,1043.0,5.7,2010,tt0817230,flower marriedcoupl florist kiss singl valentin valentine'sday multiplestorylin aftercreditssting duringcreditssting jessicaalba jessicabiel bradleycooper garrymarshall garrymarshall garrymarshall Comedy Romance
14995,The Wolfman,562.0,5.5,2010,tt0780653,fathersonrelationship victorianengland remak ruralset werewolf beniciodeltoro anthonyhopkins emilyblunt joejohnston joejohnston joejohnston Drama Horror Thriller
14997,Shutter Island,6559.0,7.8,2010,tt1130884,basedonnovel island hurrican investig psychiatrichospit u.s.marsh conspiracytheori 1950s leonardodicaprio markruffalo benkingsley martinscorsese martinscorsese martinscorsese Drama Thriller Mystery
15004,$9.99,28.0,6.0,2008,tt0790799,independentfilm adultanim womandirector tombudge josefber joeledgerton tatiarosenthal tatiarosenthal tatiarosenthal Animation Drama
15010,Persuasion,52.0,7.1,2007,tt0844330,lovetriangl poetri captain navi love sallyhawkins rupertpenry-jones alicekrige adrianshergold adrianshergold adrianshergold Drama Romance
15011,The Girl Who Played with Fire,561.0,6.9,2009,tt1216487,journalist hacker newident investig friendship domesticabus arson michaelnyqvist noomirapace lenaendre danielalfredson danielalfredson danielalfredson Drama Action Thriller Crime Mystery
15013,Percy Jackson & the Olympians: The Lightning Thief,2079.0,6.0,2010,tt0814255,monster greekmytholog god basedonyoungadultnovel loganlerman brandont.jackson alexandradaddario chriscolumbus chriscolumbus chriscolumbus Adventure Fantasy Family
15014,Cop Out,518.0,5.3,2010,tt1385867,newyork moneylaund daughter polic undercovercop wed policeoffic duringcreditssting brucewillis tracymorgan juancarloshernández kevinsmith kevinsmith kevinsmith Action Comedy Crime
15017,The Ghost Writer,681.0,6.7,2010,tt1139328,londonengland cia warcrim author ewanmcgregor piercebrosnan jonbernthal romanpolanski romanpolanski romanpolanski Thriller Mystery
15022,The Spy Next Door,351.0,5.5,2010,tt1273678,duringcreditssting ambervalletta lucastill jackiechan brianlevant brianlevant brianlevant Action Comedy Family
15030,Agora,404.0,6.9,2009,tt1186830,christian philosophi egypt newlov war cult historicalfigur histori swordfight ancientworld destini fallinlov misogyni persecut politicalunrest impossiblelov falsehistori powerrel unfulfil loveandrom unfulfilledlov rachelweisz maxminghella oscarisaac alejandroamenábar alejandroamenábar alejandroamenábar Adventure Drama History
15031,Tom Thumb,8.0,6.2,1958,tt0052427,queen music forest miniaturepeopl russtamblyn alanyoung junethorburn georgepal georgepal georgepal Adventure Fantasy Action Family
15034,Shades of Ray,7.0,6.5,2008,tt0886531,cultureclash pakistan romanticcomedi losangel zacharylevi frankranz sarahshahi jaffarmahmood jaffarmahmood jaffarmahmood Comedy Romance
15037,District 13: Ultimatum,323.0,6.0,2009,tt1247640,prison martialart evid chase delinqu parkour shootout duringcreditssting cyrilraffaelli davidbelle philippetorreton patrickalessandrin patrickalessandrin patrickalessandrin Action Thriller Crime
15041,The Yes Men Fix the World,29.0,7.0,2009,tt1352852,andybichlbaum mikebonanno reggiewatts mikebonanno mikebonanno mikebonanno Documentary
15044,The Crazies,649.0,6.2,2010,tt0455407,terror biologicalweapon cover-up splatter duringcreditssting virus timothyolyphant radhamitchell joeanderson breckeisner breckeisner breckeisner Mystery Horror Action
15045,Dear John,1302.0,6.6,2010,tt0989757,basedonnovel armi love u.s.soldi amandaseyfried channingtatum henrythomas lassehallström lassehallström lassehallström Drama Romance War
15047,Tooth Fairy,500.0,5.2,2010,tt0808510,fairi hockeyplay toothfairi tooth duringcreditssting dwaynejohnson stephenmerchant ashleyjudd michaellembeck michaellembeck michaellembeck Comedy Family Fantasy
15050,Gentlemen of Fortune,39.0,7.4,1971,tt0068519,evgenileonov georgiyvitsin savelykramarov aleksandrseryj aleksandrseryj aleksandrseryj Comedy Crime Drama
15054,Fermat's Room,85.0,6.6,2007,tt1016301,secret room mathemat genius murder mysteri hospit scienc enigma lluíshomar santimillán alejosauras luispiedrahita luispiedrahita luispiedrahita Mystery Thriller
15058,The Room,191.0,4.3,2003,tt0368226,americanfootbal friend sliceoflif independentfilm drugpush golddigg cheatingfiancé affair tommywiseau juliettedanielle gregsestero tommywiseau tommywiseau tommywiseau Drama Romance
